,participant,qid,opcode,subgoal,correct,timestamp
52,60114dc2db5b643e9ca054ed,calculate2,calculate_dataframes_calculating-new-column,1,False,2021-01-27 11:56:10.073000+00:00
53,60114dc2db5b643e9ca054ed,calculate2,calculate_dataframes_aggregation,1,False,2021-01-27 11:56:14.391000+00:00
54,60114dc2db5b643e9ca054ed,calculate2,calculate_dataframes_rowwise-aggregation,1,False,2021-01-27 11:56:17.800000+00:00
55,60114dc2db5b643e9ca054ed,calculate2,calculate_dataframes_columnwise-aggregation,1,False,2021-01-27 11:56:20.600000+00:00
56,60114dc2db5b643e9ca054ed,calculate2,calculate_dataframes_groupwise-aggregation,1,False,2021-01-27 11:56:23.417000+00:00
57,60114dc2db5b643e9ca054ed,calculate2,access_from-matrix_by-mask,1,False,2021-01-27 11:56:36.928000+00:00
58,60114dc2db5b643e9ca054ed,calculate2,access_from-matrix_by-condition,1,True,2021-01-27 11:56:40.512000+00:00
59,60114dc2db5b643e9ca054ed,combine1,combine_dataframes_by-merging,0,False,2021-01-27 11:58:57.897000+00:00
60,60114dc2db5b643e9ca054ed,combine1,combine_dataframes_binding-vertically,0,True,2021-01-27 11:59:06.657000+00:00
61,60114dc2db5b643e9ca054ed,combine1,calculate_dataframes_aggregation,1,False,2021-01-27 11:59:14.777000+00:00
62,60114dc2db5b643e9ca054ed,combine1,calculate_dataframes_rowwise-aggregation,1,True,2021-01-27 11:59:20.489000+00:00
63,60114dc2db5b643e9ca054ed,restructure1,restructure_dataframes_pivoting-wide-to-long,0,False,2021-01-27 12:03:40.046000+00:00
64,60114dc2db5b643e9ca054ed,restructure1,calculate_dataframes_rowwise-aggregation,0,False,2021-01-27 12:03:52.958000+00:00
65,60114dc2db5b643e9ca054ed,restructure1,calculate_dataframes_groupwise-aggregation,0,False,2021-01-27 12:03:58.590000+00:00
66,60114dc2db5b643e9ca054ed,restructure1,calculate_dataframes_columnwise-aggregation,0,False,2021-01-27 12:04:01.006000+00:00
67,60114dc2db5b643e9ca054ed,restructure1,calculate_dataframes_calculating-new-column,0,True,2021-01-27 12:04:28.239000+00:00
68,60114dc2db5b643e9ca054ed,restructure1,restructure_dataframes_sorting-by-column,1,True,2021-01-27 12:05:36.104000+00:00
69,60114dc2db5b643e9ca054ed,restructure1,access_from-dataframe_rows-or-columns-by-index,2,True,2021-01-27 12:05:55.024000+00:00
70,60114dc2db5b643e9ca054ed,restructure1,access_from-dataframe_element-by-index,3,False,2021-01-27 12:06:06.240000+00:00
71,60114dc2db5b643e9ca054ed,restructure1,access_from-dataframe_row-indices-by-condition,3,False,2021-01-27 12:06:10.568000+00:00
72,60114dc2db5b643e9ca054ed,restructure1,access_from-matrix_row-and-column-combination,3,False,2021-01-27 12:06:23.713000+00:00
73,60114dc2db5b643e9ca054ed,restructure1,access_from-dataframe_column(s)-by-name,3,True,2021-01-27 12:06:33.265000+00:00
74,60114dc2db5b643e9ca054ed,restructure2,restructure_dataframes_sorting-by-column,0,False,2021-01-27 12:07:10.905000+00:00
75,60114dc2db5b643e9ca054ed,restructure2,restructure_dataframes_pivoting-wide-to-long,0,True,2021-01-27 12:07:17.330000+00:00
76,60114dc2db5b643e9ca054ed,restructure2,calculate_dataframes_columnwise-aggregation,1,False,2021-01-27 12:07:33.363000+00:00
77,60114dc2db5b643e9ca054ed,restructure2,calculate_dataframes_rowwise-aggregation,1,False,2021-01-27 12:07:40.610000+00:00
78,60114dc2db5b643e9ca054ed,restructure2,calculate_dataframes_groupwise-aggregation,1,True,2021-01-27 12:07:45.394000+00:00
79,60129cbddb5b643e9ca06877,create1,create_vector_without-names,0,False,2021-01-28 11:24:28.656000+00:00
80,60129cbddb5b643e9ca06877,create1,create_vector_from-smaller-vectors,0,True,2021-01-28 11:24:40.446000+00:00
81,60129cbddb5b643e9ca06877,create1,create_vector_by-repeating-vectors,1,True,2021-01-28 11:25:07.785000+00:00
82,60129cbddb5b643e9ca06877,create1,create_matrix_by-folding-a-vector,2,False,2021-01-28 11:25:23.012000+00:00
83,60129cbddb5b643e9ca06877,create1,create_matrix_from-multiple-vectors,2,True,2021-01-28 11:25:27.826000+00:00
84,60129cbddb5b643e9ca06877,create2,create_matrix_by-folding-a-vector,0,False,2021-01-28 11:25:57.973000+00:00
85,60129cbddb5b643e9ca06877,create2,create_matrix_from-multiple-vectors,0,False,2021-01-28 11:26:01.878000+00:00
86,60129cbddb5b643e9ca06877,create2,create_dataframe_from-vectors,0,False,2021-01-28 11:26:14.006000+00:00
87,60129cbddb5b643e9ca06877,create2,create_dataframe_from-a-matrix,0,False,2021-01-28 11:26:16.365000+00:00
88,60129cbddb5b643e9ca06877,create2,create_vector_with-names,0,False,2021-01-28 11:26:24.997000+00:00
89,60129cbddb5b643e9ca06877,create2,create_vector_without-names,0,False,2021-01-28 11:26:27.941000+00:00
90,60129cbddb5b643e9ca06877,create2,create_vector_from-smaller-vectors,0,False,2021-01-28 11:26:29.939000+00:00
91,60129cbddb5b643e9ca06877,create2,create_matrix_by-folding-a-vector,0,False,2021-01-28 11:26:32.682000+00:00
92,60129cbddb5b643e9ca06877,create2,create_dataframe_from-vectors,0,False,2021-01-28 11:26:54.284000+00:00
93,60129cbddb5b643e9ca06877,create2,create_vector_by-repeating-vectors,1,True,2021-01-28 11:27:02.323000+00:00
94,60129cbddb5b643e9ca06877,create2,create_matrix_by-folding-a-vector,2,True,2021-01-28 11:27:09.895000+00:00
95,60129cbddb5b643e9ca06877,create2,create_dataframe_from-a-matrix,3,True,2021-01-28 11:27:15.839000+00:00
96,60129cbddb5b643e9ca06877,create2,create_vector_with-names,0,False,2021-01-28 11:27:27.361000+00:00
97,60129cbddb5b643e9ca06877,create2,create_vector_arithmetic-sequence,0,True,2021-01-28 11:27:30.297000+00:00
98,601146dadb5b643e9ca054e5,create1,create_vector_from-smaller-vectors,0,True,2021-01-28 12:14:41.204000+00:00
99,601146dadb5b643e9ca054e5,create1,create_vector_by-repeating-vectors,1,True,2021-01-28 12:14:56.138000+00:00
100,601146dadb5b643e9ca054e5,create1,create_matrix_from-multiple-vectors,2,True,2021-01-28 12:15:23.212000+00:00
101,601146dadb5b643e9ca054e5,create2,create_vector_without-names,0,False,2021-01-28 12:15:54.583000+00:00
102,601146dadb5b643e9ca054e5,create2,create_vector_without-names,0,False,2021-01-28 12:15:57.072000+00:00
103,601146dadb5b643e9ca054e5,create2,create_vector_without-names,0,False,2021-01-28 12:16:06.627000+00:00
104,601146dadb5b643e9ca054e5,create2,create_vector_arithmetic-sequence,0,True,2021-01-28 12:16:08.253000+00:00
105,601146dadb5b643e9ca054e5,create2,create_vector_by-repeating-vectors,1,True,2021-01-28 12:16:17.985000+00:00
106,601146dadb5b643e9ca054e5,create2,create_matrix_by-folding-a-vector,2,True,2021-01-28 12:16:30.789000+00:00
107,601146dadb5b643e9ca054e5,create2,create_dataframe_from-a-matrix,3,True,2021-01-28 12:16:43.525000+00:00
108,601146dadb5b643e9ca054e5,access1,access_from-matrix_rows-or-columns,0,True,2021-01-28 12:25:11.194000+00:00
109,601146dadb5b643e9ca054e5,access1,access_from-matrix_row-and-column-combination,1,True,2021-01-28 12:25:45.396000+00:00
110,601146dadb5b643e9ca054e5,access1,create_vector_from-smaller-vectors,1,False,2021-01-28 12:26:05.825000+00:00
111,601146dadb5b643e9ca054e5,access1,access_from-matrix_row-and-column-combination,1,True,2021-01-28 12:26:10.466000+00:00
112,601146dadb5b643e9ca054e5,access1,create_vector_from-smaller-vectors,2,True,2021-01-28 12:26:14.675000+00:00
113,601146dadb5b643e9ca054e5,access2,access_from-dataframe_rows-by-condition,0,True,2021-01-28 12:26:46.374000+00:00
114,601146dadb5b643e9ca054e5,access2,access_from-dataframe_column(s)-by-name,1,True,2021-01-28 12:26:57.412000+00:00
115,601146dadb5b643e9ca054e5,calculate1,calculate_matrices_elementwise,0,True,2021-01-28 12:32:21.374000+00:00
116,601146dadb5b643e9ca054e5,calculate1,calculate_matrices_aggregation,1,True,2021-01-28 12:32:33.710000+00:00
117,601146dadb5b643e9ca054e5,calculate2,calculate_vectors_mask,1,False,2021-01-28 12:33:16.232000+00:00
118,601146dadb5b643e9ca054e5,calculate2,calculate_vectors_mask,1,False,2021-01-28 12:33:19.372000+00:00
119,601146dadb5b643e9ca054e5,calculate2,calculate_vectors_pairwise,0,True,2021-01-28 12:33:26.857000+00:00
120,601146dadb5b643e9ca054e5,calculate2,calculate_matrices_mask,1,False,2021-01-28 12:33:42.697000+00:00
121,601146dadb5b643e9ca054e5,calculate2,calculate_matrices_mask,1,False,2021-01-28 12:33:48.858000+00:00
122,601146dadb5b643e9ca054e5,calculate2,calculate_matrices_mask,1,False,2021-01-28 12:33:50.445000+00:00
123,601146dadb5b643e9ca054e5,calculate2,calculate_matrices_elementwise,1,False,2021-01-28 12:33:55.370000+00:00
124,601146dadb5b643e9ca054e5,calculate2,calculate_matrices_rowwise-aggregation,1,False,2021-01-28 12:33:57.694000+00:00
125,601146dadb5b643e9ca054e5,calculate2,access_from-matrix_by-condition,1,True,2021-01-28 12:34:09.159000+00:00
126,601146dadb5b643e9ca054e5,combine1,combine_dataframes_binding-horizontally,0,False,2021-01-28 12:36:45.649000+00:00
127,601146dadb5b643e9ca054e5,combine1,combine_dataframes_binding-vertically,0,True,2021-01-28 12:36:50.029000+00:00
128,601146dadb5b643e9ca054e5,combine1,calculate_dataframes_columnwise-aggregation,1,False,2021-01-28 12:37:22.196000+00:00
129,601146dadb5b643e9ca054e5,combine1,calculate_dataframes_rowwise-aggregation,1,True,2021-01-28 12:37:27.221000+00:00
130,601146dadb5b643e9ca054e5,restructure1,create_dataframe_from-vectors,0,False,2021-01-28 12:40:45.820000+00:00
131,601146dadb5b643e9ca054e5,restructure1,calculate_dataframes_columnwise-aggregation,0,False,2021-01-28 12:41:11.084000+00:00
132,601146dadb5b643e9ca054e5,restructure1,calculate_dataframes_calculating-new-column,0,True,2021-01-28 12:41:22.871000+00:00
133,601146dadb5b643e9ca054e5,restructure1,restructure_dataframes_sorting-by-column,1,True,2021-01-28 12:41:51.714000+00:00
134,601146dadb5b643e9ca054e5,restructure1,access_from-dataframe_rows-or-columns-by-index,2,True,2021-01-28 12:42:08.969000+00:00
135,601146dadb5b643e9ca054e5,restructure1,access_from-dataframe_row-indices-by-condition,3,False,2021-01-28 12:42:38.669000+00:00
136,601146dadb5b643e9ca054e5,restructure1,access_from-dataframe_rows-or-columns-by-index,3,False,2021-01-28 12:42:45.272000+00:00
137,601146dadb5b643e9ca054e5,restructure1,access_from-dataframe_column(s)-by-name,3,True,2021-01-28 12:42:52.925000+00:00
138,601146dadb5b643e9ca054e5,restructure2,restructure_dataframes_pivoting-long-to-wide,0,False,2021-01-28 12:43:28.240000+00:00
139,601146dadb5b643e9ca054e5,restructure2,restructure_dataframes_pivoting-wide-to-long,0,True,2021-01-28 12:43:39.014000+00:00
140,601146dadb5b643e9ca054e5,restructure2,calculate_dataframes_rowwise-aggregation,1,False,2021-01-28 12:44:03.337000+00:00
141,601146dadb5b643e9ca054e5,restructure2,calculate_dataframes_columnwise-aggregation,1,False,2021-01-28 12:44:09.685000+00:00
142,601146dadb5b643e9ca054e5,restructure2,calculate_dataframes_groupwise-aggregation,1,True,2021-01-28 12:44:19.984000+00:00
143,601587f68a8fb97c0541f607,create1,create_vector_from-smaller-vectors,0,True,2021-01-30 16:52:46.837000+00:00
144,601587f68a8fb97c0541f607,create1,create_vector_by-repeating-vectors,1,True,2021-01-30 16:53:01.460000+00:00
145,601587f68a8fb97c0541f607,create1,create_matrix_by-folding-a-vector,2,False,2021-01-30 16:53:35.360000+00:00
146,601587f68a8fb97c0541f607,create1,create_matrix_by-folding-a-vector,2,False,2021-01-30 16:53:44.524000+00:00
147,601587f68a8fb97c0541f607,create1,create_matrix_from-multiple-vectors,2,True,2021-01-30 16:53:51.873000+00:00
148,601587f68a8fb97c0541f607,create2,create_dataframe_from-vectors,0,False,2021-01-30 16:55:01.819000+00:00
149,601587f68a8fb97c0541f607,create2,create_dataframe_from-vectors,0,False,2021-01-30 16:55:11.958000+00:00
150,601587f68a8fb97c0541f607,create2,create_dataframe_from-vectors,0,False,2021-01-30 16:55:24.138000+00:00
151,601587f68a8fb97c0541f607,create2,create_dataframe_from-vectors,0,False,2021-01-30 16:55:26.217000+00:00
152,601587f68a8fb97c0541f607,create2,restructure_dataframes_sorting-by-column,0,False,2021-01-30 16:56:33.272000+00:00
153,601587f68a8fb97c0541f607,create2,create_vector_by-repeating-vectors,1,True,2021-01-30 16:56:53.236000+00:00
154,601587f68a8fb97c0541f607,create2,create_vector_arithmetic-sequence,0,True,2021-01-30 16:57:01.270000+00:00
155,601587f68a8fb97c0541f607,create2,create_matrix_by-folding-a-vector,2,True,2021-01-30 16:57:10.733000+00:00
156,601587f68a8fb97c0541f607,create2,create_dataframe_from-a-matrix,3,True,2021-01-30 16:57:19.950000+00:00
157,601587f68a8fb97c0541f607,access1,access_from-vector_by-index,0,False,2021-01-30 17:39:17.521000+00:00
158,601587f68a8fb97c0541f607,access1,access_from-vector_by-index,0,False,2021-01-30 17:39:24.619000+00:00
159,601587f68a8fb97c0541f607,access1,access_from-matrix_rows-or-columns,0,True,2021-01-30 17:39:35.087000+00:00
160,601587f68a8fb97c0541f607,access1,access_from-matrix_by-mask,1,False,2021-01-30 17:40:11.622000+00:00
161,601587f68a8fb97c0541f607,access1,access_from-matrix_by-mask,1,False,2021-01-30 17:40:18.515000+00:00
162,601587f68a8fb97c0541f607,access1,access_from-matrix_row-and-column-combination,1,True,2021-01-30 17:40:22.147000+00:00
163,601587f68a8fb97c0541f607,access1,access_from-matrix_indices-by-condition,2,False,2021-01-30 17:40:59.974000+00:00
164,601587f68a8fb97c0541f607,access1,access_from-matrix_indices-by-condition,2,False,2021-01-30 17:41:04.375000+00:00
165,601587f68a8fb97c0541f607,access1,create_vector_from-smaller-vectors,2,True,2021-01-30 17:41:37.504000+00:00
166,601587f68a8fb97c0541f607,access2,access_from-dataframe_rows-by-condition,0,True,2021-01-30 17:42:14.754000+00:00
167,601587f68a8fb97c0541f607,access2,access_from-dataframe_column(s)-by-name,1,True,2021-01-30 17:43:52.669000+00:00
168,601587f68a8fb97c0541f607,calculate1,calculate_matrices_elementwise,0,True,2021-01-30 17:56:50.749000+00:00
169,601587f68a8fb97c0541f607,calculate1,calculate_matrices_aggregation,1,True,2021-01-30 17:57:07.020000+00:00
170,601587f68a8fb97c0541f607,calculate2,calculate_vectors_pairwise,0,True,2021-01-30 17:59:20.555000+00:00
171,601587f68a8fb97c0541f607,calculate2,access_from-vector_by-condition,1,False,2021-01-30 17:59:53.088000+00:00
172,601587f68a8fb97c0541f607,calculate2,access_from-vector_by-condition,1,False,2021-01-30 18:00:06.195000+00:00
173,601587f68a8fb97c0541f607,calculate2,access_from-vector_by-condition,1,False,2021-01-30 18:00:11.584000+00:00
174,601587f68a8fb97c0541f607,calculate2,access_from-matrix_by-condition,1,True,2021-01-30 18:01:15.535000+00:00
175,601587f68a8fb97c0541f607,combine1,combine_dataframes_by-merging,0,False,2021-01-30 18:04:28.478000+00:00
176,601587f68a8fb97c0541f607,combine1,combine_dataframes_binding-vertically,0,True,2021-01-30 18:04:35.359000+00:00
177,601587f68a8fb97c0541f607,combine1,calculate_dataframes_aggregation,1,False,2021-01-30 18:04:44.325000+00:00
178,601587f68a8fb97c0541f607,combine1,calculate_dataframes_rowwise-aggregation,1,True,2021-01-30 18:04:58.667000+00:00
179,601587f68a8fb97c0541f607,restructure1,calculate_dataframes_groupwise-aggregation,0,False,2021-01-30 18:10:35.570000+00:00
180,601587f68a8fb97c0541f607,restructure1,restructure_dataframes_pivoting-long-to-wide,0,False,2021-01-30 18:12:16.535000+00:00
181,601587f68a8fb97c0541f607,restructure1,calculate_dataframes_columnwise-aggregation,0,False,2021-01-30 18:12:37.697000+00:00
182,601587f68a8fb97c0541f607,restructure1,calculate_dataframes_aggregation,0,False,2021-01-30 18:12:42.189000+00:00
183,601587f68a8fb97c0541f607,restructure1,calculate_dataframes_elementwise,0,False,2021-01-30 18:12:44.882000+00:00
184,601587f68a8fb97c0541f607,restructure1,calculate_dataframes_calculating-new-column,0,True,2021-01-30 18:12:48.121000+00:00
185,601587f68a8fb97c0541f607,restructure1,restructure_vectors_by-sorting,1,False,2021-01-30 18:13:08.030000+00:00
186,601587f68a8fb97c0541f607,restructure1,restructure_dataframes_sorting-by-column,1,True,2021-01-30 18:13:17.896000+00:00
187,601587f68a8fb97c0541f607,restructure1,access_from-dataframe_rows-by-condition,2,False,2021-01-30 18:13:45.407000+00:00
188,601587f68a8fb97c0541f607,restructure1,access_from-dataframe_rows-or-columns-by-index,2,True,2021-01-30 18:14:01.107000+00:00
189,601587f68a8fb97c0541f607,restructure1,access_from-dataframe_column(s)-by-name,3,True,2021-01-30 18:14:28.605000+00:00
190,601587f68a8fb97c0541f607,restructure2,calculate_dataframes_calculating-new-column,0,False,2021-01-30 18:16:32.237000+00:00
191,601587f68a8fb97c0541f607,restructure2,restructure_dataframes_pivoting-wide-to-long,0,True,2021-01-30 18:17:03.289000+00:00
192,601587f68a8fb97c0541f607,restructure2,calculate_dataframes_columnwise-aggregation,1,False,2021-01-30 18:18:02.438000+00:00
193,601587f68a8fb97c0541f607,restructure2,calculate_dataframes_groupwise-aggregation,1,True,2021-01-30 18:18:29.587000+00:00
194,60106245db5b643e9ca0542f,create1,create_vector_from-smaller-vectors,0,True,2021-02-01 16:32:02.667000+00:00
195,60106245db5b643e9ca0542f,create1,create_vector_from-smaller-vectors,1,False,2021-02-01 16:32:13.237000+00:00
196,60106245db5b643e9ca0542f,create1,create_matrix_from-multiple-vectors,2,True,2021-02-01 16:32:31.487000+00:00
197,60106245db5b643e9ca0542f,create1,create_vector_by-repeating-vectors,1,True,2021-02-01 16:32:46.124000+00:00
198,60106245db5b643e9ca0542f,create2,create_dataframe_from-vectors,0,False,2021-02-01 16:33:29.748000+00:00
199,60106245db5b643e9ca0542f,create2,create_dataframe_from-a-matrix,0,False,2021-02-01 16:33:52.008000+00:00
200,60106245db5b643e9ca0542f,create2,create_dataframe_from-vectors,0,False,2021-02-01 16:34:45.393000+00:00
201,60106245db5b643e9ca0542f,create2,create_matrix_from-multiple-vectors,1,False,2021-02-01 16:35:26.775000+00:00
202,60106245db5b643e9ca0542f,create2,create_matrix_by-folding-a-vector,2,True,2021-02-01 16:36:15.679000+00:00
203,60106245db5b643e9ca0542f,create2,create_matrix_from-multiple-vectors,3,False,2021-02-01 16:36:27.535000+00:00
204,60106245db5b643e9ca0542f,create2,create_matrix_by-folding-a-vector,3,False,2021-02-01 16:36:30.771000+00:00
205,60106245db5b643e9ca0542f,create2,create_dataframe_from-vectors,3,False,2021-02-01 16:36:34.478000+00:00
206,60106245db5b643e9ca0542f,create2,create_dataframe_from-a-matrix,3,True,2021-02-01 16:36:36.987000+00:00
207,60106245db5b643e9ca0542f,create2,create_vector_from-smaller-vectors,1,False,2021-02-01 16:36:51.371000+00:00
208,60106245db5b643e9ca0542f,create2,create_vector_by-repeating-vectors,1,True,2021-02-01 16:36:55.556000+00:00
209,60106245db5b643e9ca0542f,create2,create_vector_arithmetic-sequence,0,True,2021-02-01 16:37:15.160000+00:00
210,60106245db5b643e9ca0542f,access1,access_from-vector_by-index,0,False,2021-02-01 16:52:39.137000+00:00
211,60106245db5b643e9ca0542f,access1,access_from-vector_by-name,0,False,2021-02-01 16:52:56.669000+00:00
212,60106245db5b643e9ca0542f,access1,access_from-vector_by-condition,0,False,2021-02-01 16:52:59.506000+00:00
213,60106245db5b643e9ca0542f,access1,access_from-vector_by-mask,0,False,2021-02-01 16:53:01.876000+00:00
214,60106245db5b643e9ca0542f,access1,access_from-vector_indices-by-condition,0,False,2021-02-01 16:53:04.438000+00:00
215,60106245db5b643e9ca0542f,access1,access_from-matrix_multiple-values,0,False,2021-02-01 16:53:08.562000+00:00
216,60106245db5b643e9ca0542f,access1,access_from-matrix_rows-or-columns,0,True,2021-02-01 16:53:11.943000+00:00
217,60106245db5b643e9ca0542f,access1,access_from-matrix_row-and-column-combination,1,True,2021-02-01 16:53:58.832000+00:00
218,60106245db5b643e9ca0542f,access1,access_from-matrix_row-and-column-combination,2,False,2021-02-01 16:54:18.316000+00:00
219,60106245db5b643e9ca0542f,access1,access_from-matrix_rows-or-columns,2,False,2021-02-01 16:54:27.917000+00:00
220,60106245db5b643e9ca0542f,access1,access_from-matrix_single-value,2,False,2021-02-01 16:54:31.124000+00:00
221,60106245db5b643e9ca0542f,access1,access_from-vector_by-index,2,False,2021-02-01 16:54:46.241000+00:00
222,60106245db5b643e9ca0542f,access1,access_from-vector_indices-by-condition,2,False,2021-02-01 16:54:50.229000+00:00
223,60106245db5b643e9ca0542f,access1,access_from-matrix_multiple-values,2,False,2021-02-01 16:54:53.669000+00:00
224,60106245db5b643e9ca0542f,access1,access_from-matrix_indices-by-condition,2,False,2021-02-01 16:54:57.588000+00:00
225,60106245db5b643e9ca0542f,access1,access_from-matrix_by-condition,2,False,2021-02-01 16:54:59.977000+00:00
226,60106245db5b643e9ca0542f,access1,access_from-matrix_by-mask,2,False,2021-02-01 16:55:02.763000+00:00
227,60106245db5b643e9ca0542f,access1,access_from-matrix_row-and-column-combination,2,False,2021-02-01 16:55:05.239000+00:00
